Household_Id	Acres [EUPATH_0000026]	Acres categorization [EUPATH_0020221]	Air bricks [EUPATH_0000018]	Air bricks count [EUPATH_0042035]	Air bricks covered [EUPATH_0042023]	Air bricks open to outside [EUPATH_0042024]	Animal-drawn cart [EUPATH_0000166]	Asked permission for IRS in last 12 months [EUPATH_0020224]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bed type [EUPATH_0042025]	Bednet count [EUPATH_0020225]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Community health worker has malaria medication [EUPATH_0020229]	Community health worker present [EUPATH_0020230]	Community leader [EUPATH_0042015]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Don't know [EUPATH_0042017]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Eaves covered [EUPATH_0042021]	Eaves open to outside [EUPATH_0042022]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Floor material type [EUPATH_0042036]	Food problems per week [EUPATH_0000029]	Health facility distance (km) [EUPATH_0020213]	Health worker or community medicine distributor [EUPATH_0042013]	Household ITNs [EUPATH_0044136]	Household bednets [EUPATH_0020232]	Household data collection date [EUPATH_0021085]	Household visit status [EUPATH_0025075]	Household wealth index, categorical [EUPATH_0000143]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Latrine type [EUPATH_0025085]	Lighting source [OBI_0400065]	Market distance (km) [EUPATH_0020215]	Meals per day [EUPATH_0000027]	Meals per day categorization [EUPATH_0020237]	Meat meals per week [EUPATH_0000028]	Meat meals per week categorization [EUPATH_0020238]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Neighbour, relative, or friend [EUPATH_0042014]	Newspaper or leaflet [EUPATH_0042012]	Other [EUPATH_0042018]	Persons <5 years sleeping in same bed count [EUPATH_0042030]	Persons <5 years sleeping in same room count [EUPATH_0042027]	Persons sleeping in same bed count [EUPATH_0042029]	Persons sleeping in same room count [EUPATH_0042026]	Radio [ENVO_01000577]	Radio [EUPATH_0042010]	Received IRS message in last 12 months [EUPATH_0042008]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Roof material type [EUPATH_0025047]	Room entryways count [EUPATH_0042019]	Room windows count [EUPATH_0042020]	Sleeping places count [EUPATH_0000201]	Sleeping places in same room count [EUPATH_0042028]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	TV [EUPATH_0042011]	Table [ENVO_01000584]	Television [ENVO_01000579]	Transit to health facility [EUPATH_0020217]	Village public adress system [EUPATH_0042016]	Wall material [EUPATH_0000009]	Wall material type [EUPATH_0025167]	Watch [EUPATH_0000186]
h_30628	1	<= 2	Yes	6+	Partially covered	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	3	Yes	No	No	No	Yes	Yes	No		No	No	Firewood	Uganda	Yes	No	Borehole	Modern	Eaves not present			Yes	Cement/concrete	Concrete/wood/stones	Never	2	No	Yes	ITN	2017-05-14	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Electricity	0	3	3 or more	1	1	Yes	Yes	Yes	No	No	0	1	1	2	Yes	Yes	Yes	No	Iron sheets	Iron sheets/wood	1	2	4	2	4	Yes	Yes	Yes	Yes	Walking	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30183	3	3 or more	No				No	No	No	Yes	On a mattress/mat on the ground	2	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	3	No	Yes	ITN	2016-10-12	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	2	2 or less	0	0	Yes	No	Yes	No	No	1	1	2	2	Yes	No	Yes	No	Thatched	Thatched	1	2	3	2	3	No	No	Yes	No	Bicycle	No	Mud and poles	Thatched or mud	No
h_30346	4	3 or more	No				Yes	No	No	Yes	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Public tap	Traditional	Eaves present	Partially covered	Yes	Yes	Earth and dung	Earth	Never	2		No	No bednet	2017-02-02	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	3	3 or more	2	2 or more	Yes	No				0	2	1	2	Yes		No	No	Thatched	Thatched	1	2	2	1	2	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30434	2	<= 2	No				No	No	No	Yes	Directly on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Unprotected spring	Traditional	Eaves not present			No	Earth and dung	Earth	Sometimes	2		Yes	ITN	2017-05-07	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	2	2 or less	1	1	Yes	No				1	1	2	2	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30425	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	0		No	No bednet	2017-04-17	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				2	2	3	3	No		No	No	Thatched	Thatched	1	2	6	2	4	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30789	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	0		No	No bednet	2017-08-17	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Candles	0	3	3 or more	0	0	Yes	No				1	3	1	6	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	2	Yes		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30419	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Pond/lake	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	No bednet	2017-04-25	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	3	3 or more	7	2 or more	Yes	No				0	0	1	4	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		No	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30060	0	None	No				No	No	Yes	Yes	On a bed/platform raised off the ground	3	No	No	No	No	Yes	Yes	No		No		Charcoal	Uganda	Yes		Public tap	Modern	Eaves not present	Completely covered	No	Yes	Cement/concrete	Concrete/wood/stones	Never	0		Yes	ITN	2016-10-22	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Electricity	0	3	3 or more	2	2 or more	Yes	No				1	1	1	1	No		No	Yes	Iron sheets	Iron sheets/wood	1	1	4	2	2	Yes		Yes	Yes	Public transport (bus, taxi)		Burnt bricks with plaster/cement	Plaster or cement	No
h_30463	2	<= 2	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	98		No	No bednet	2017-03-15	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	2	2 or more	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	0	2	1	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30753	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	Untreated bednet	2017-06-29	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	2	2 or less	2	2 or more	Yes	Yes				0	1	1	3	No		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Un-burnt bricks	Thatched or mud	No
h_30073	2	<= 2	No				No	No	No	No	On a mattress/mat on the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	2		Yes	ITN	2016-10-13	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	1	2 or less	0	0	Yes	No				1	1	2	2	No		No	No	Thatched	Thatched	1	1	2	1	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30368	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-02-03	Completed	Poorest	Covered pit latrine no slab	No	VIP or covered pit latrine	Candles	1	2	2 or less	1	1	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30844		3 or more	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	5		No	No bednet	2017-08-03	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	3	2	2 or less	3	2 or more	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30516	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Never	3	No	Yes	ITN	2017-05-06	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	2	2 or less	2	2 or more	Yes	No	Yes	No	No	0	1	1	2	Yes	Yes	Yes	No	Thatched	Thatched	1	0	2	2	2	Yes	No	Yes	No	Bicycle	No	Mud and poles	Thatched or mud	No
h_30253	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	10		No	Untreated bednet	2016-11-21	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	1	2	2 or less	1	1	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	12	1	5	Yes		No	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30700	0	None	Yes	2	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	No	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	2		No	No bednet	2017-06-21	Completed	Poorest	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	3	3 or more	1	1	Yes	No				0	0	1	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	1	No		No	No	Public transport (bus, taxi)		Burnt bricks with plaster/cement	Plaster or cement	No
h_30010	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No	No	Yes		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	Bednet - treatment unknown	2016-10-06	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	2	2	2 or less	0	0	Yes	No				0	2	1	5	Yes		No	No	Thatched	Thatched	1	1	4	3	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30383	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	Yes	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-01-10	Completed	Poorest	Vip latrine	No	VIP or covered pit latrine	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	10	1	4	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30663	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		LPG/natural gas	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Sometimes	1		No	No bednet	2017-04-26	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	2	2 or less	0	0	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	0	1	1	1	Yes		Yes	No	Bicycle		Mud and poles	Thatched or mud	No
h_30527	4	3 or more	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	Yes	Yes	Yes		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	Untreated bednet	2017-04-01	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	3	3 or more	4	2 or more	Yes	No				1	1	1	2	Yes		No	No	Thatched	Thatched	1	1	2	1	1	No		Yes	Yes	Car/motorcycle		Mud and poles	Thatched or mud	Yes
h_30078		3 or more	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	Yes		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	Partially	No	Earth and dung	Earth	Never	3		No	No bednet	2016-11-05	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	3	3 or more	1	1	No	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	2	No		Yes	No	Bicycle		Un-burnt bricks	Thatched or mud	No
h_30481	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Public tap	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Sometimes	1		No	No bednet	2017-04-25	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	0	2	2 or less	0	0	Yes	No				2	2	2	3	Yes		No	No	Thatched	Thatched	1	1	5	2	2	No		Yes	Yes	Walking		Mud and poles	Thatched or mud	No
h_30678	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	Bednet - treatment unknown	2017-06-01	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	No				1	1	1	3	Yes		No	No	Thatched	Thatched	1	0	6	2	4	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30854		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected well in yard/compound	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		Yes	ITN	2017-07-29	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	95	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Mud	Thatched	1	1	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30174	0	None	No				No	No	No	Yes	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		Yes	ITN	2016-12-19	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	2	2 or less	0	0	No	No				0	0	1	2	Yes		No	No	Thatched	Thatched	1	1	2	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30478	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	No	No		No		Charcoal	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	No bednet	2017-04-22	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	13	1	6	No		No	No	Bicycle		Mud and poles	Thatched or mud	No
h_30268	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	No bednet	2016-12-29	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	1	3	3 or more	6	2 or more	Yes	No				0	0	0	1	No		No	No	Thatched	Thatched	1	1	8	1	3	No		Yes	No	Car/motorcycle		Un-burnt bricks with plaster/cement	Plaster or cement	Yes
h_30668	0	None	No				No	No	Yes	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Protected public well	Modern	Eaves present	Partially covered	Partially	No	Earth and dung	Earth	Never	98	No	No	No bednet	2017-06-03	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	0	0	Yes	No	Yes	No	No	0	1	0	1	No	No	Yes	No	Iron sheets	Iron sheets/wood	1	2	3	2	2	Yes	No	Yes	No	Public transport (bus, taxi)	No	Mud and poles	Thatched or mud	No
h_30411		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Always	1		No	No bednet	2017-05-08	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	2	2 or less	0	0	Yes	No				0	0	2	1	No		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30094	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Never	5		No	Bednet - treatment unknown	2016-10-19	Completed	Middle	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	3	3 or more	2	2 or more	Yes	Yes				1	1	1	2	Yes		No	No	Thatched	Thatched	1	1	2	2	3	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30673	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-05-27	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	0	0	Yes	No				1	2	2	4	Yes		No	No	Iron sheets	Iron sheets/wood	1	0	2	2	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30029	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	0		No	Bednet - treatment unknown	2016-10-09	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	3	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30547	2	<= 2	Yes	2	Partially covered	Partially	No	No	No	No	On a mattress/mat on the ground		Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Sometimes	5		No	No bednet	2017-03-03	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	2	2	2 or less	0	0	Yes	No				0	3	1	5	No		No	No	Iron sheets	Iron sheets/wood	1	1	3	3	1	No		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30451	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1	No	No	No bednet	2017-03-15	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	3	3 or more	1	1	Yes	No	No	No	No	1	1	1	3	Yes	Yes	Yes	No	Thatched	Thatched	1	2	2	2	1	Yes	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30864	2	<= 2	Yes	6+	Partially covered	Yes	No	No	Yes	Yes	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	98		No	Bednet - treatment unknown	2017-07-31	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	0	2	2 or less	1	1	Yes	No				0	0	0	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	1	No		Yes	No	Public transport (bus, taxi)		Burnt bricks with plaster/cement	Plaster or cement	No
h_30341		3 or more	No				No	No	No	Yes	On a mattress/mat on the ground	1	No	No	No	No	Yes	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	3		No	No bednet	2017-04-30	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	3	2	2 or less	3	2 or more	Yes	Yes				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30876	0	None	Yes	2	Partially covered	Partially	No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	Yes	Yes	No		No	No	Charcoal	Uganda	No	No	Borehole	Modern	Eaves not present			Yes	Cement/concrete	Concrete/wood/stones	Never	2	No	No	Bednet - treatment unknown	2017-07-29	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Electricity	0	3	3 or more	2	2 or more	Yes	No	Yes	No	No	1	1	2	2	Yes	Yes	Yes	No	Iron sheets	Iron sheets/wood	1	1	3	1	2	Yes	No	Yes	Yes	Walking	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30313	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	Bednet - treatment unknown	2016-12-17	Completed	Poorest	No facility/bush/field	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	No	No				1	1	0	2	No		No	No	Thatched	Thatched	1	0	6	2	3	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30494	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	Yes		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	3		Yes	ITN	2017-04-22	Completed	Middle	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	2	2	2 or less	3	2 or more	Yes	No				0	0	1	2	Yes		No	No	Thatched	Thatched	1	1	8	2	5	Yes		Yes	No	Bicycle		Mud and poles	Thatched or mud	No
h_30334	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	Yes		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	98	No	No	No bednet	2017-03-28	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	0	0	Yes	No	No	No	No	0	0	1	1	Yes	Yes	Yes	No	Thatched	Thatched	1	0	3	1	2	No	No	Yes	No	Bicycle	No	Mud and poles	Thatched or mud	No
h_30299	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Open well in yard/compound	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	0		No	Untreated bednet	2016-12-14	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	1	1	Yes	No				0	2	1	4	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30458	6	3 or more	Yes	6+	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	3	No	No	No bednet	2017-04-28	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	1	1	Yes	No	Yes	No	No	0	0	1	1	Yes	No	Yes	No	Iron sheets	Iron sheets/wood	1	1	5	1	4	No	No	Yes	No	Walking	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30780	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	No bednet	2017-08-24	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	3	2 or more	No	No				1	1	1	2	Yes		No	No	Thatched	Thatched	1	2	2	2	1	Yes		Yes	No	Bicycle		Mud and poles	Thatched or mud	No
h_30287	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	0		No	No bednet	2017-01-15	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	3	2 or more	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	4	1	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30471	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	4	No	No	Bednet - treatment unknown	2017-03-29	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	3	3 or more	1	1	Yes	No	Yes	No	No	0	1	1	2	Yes	No	Yes	No	Thatched	Thatched	1	2	2	2	2	Yes	No	Yes	Yes	Bicycle	No	Mud and poles	Thatched or mud	No
